"action","com_or_shell","control","declaration_kind","dynamic_sql","empty","error_suppression","expected_handler","family","filesystem","id","line_end","line_start","name","path","registry","run_code","source_object","type","visibility","domain","classification","status","target_id","notes"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlAttachConstancy::BuildProjectPickList",100,81,"BuildProjectPickList","Modules/V7mdlAttachConstancy.txt",0,,"V7mdlAttachConstancy","procedure","private","general","business_logic","candidate","r_function::R/00.db.R::BuildProjectPickList","exact symbol match; manual review required"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlAttachConstancy::TestForTableInVPro",129,117,"TestForTableInVPro","Modules/V7mdlAttachConstancy.txt",0,,"V7mdlAttachConstancy","procedure","private","general","business_logic","candidate","r_function::R/00.db.R::TestForTableInVPro","exact symbol match; manual review required"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlAttachHerbarium::BuildProjectPickList",101,82,"BuildProjectPickList","Modules/V7mdlAttachHerbarium.txt",0,,"V7mdlAttachHerbarium","procedure","private","general","business_logic","candidate","r_function::R/00.db.R::BuildProjectPickList","exact symbol match; manual review required"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlAttachHerbarium::TestForTableInVPro",130,118,"TestForTableInVPro","Modules/V7mdlAttachHerbarium.txt",0,,"V7mdlAttachHerbarium","procedure","private","general","business_logic","candidate","r_function::R/00.db.R::TestForTableInVPro","exact symbol match; manual review required"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlAttachHierarchy::BuildProjectPickList",100,81,"BuildProjectPickList","Modules/V7mdlAttachHierarchy.txt",0,,"V7mdlAttachHierarchy","procedure","private","general","business_logic","candidate","r_function::R/00.db.R::BuildProjectPickList","exact symbol match; manual review required"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlAttachHierarchy::TestForTableInVPro",129,117,"TestForTableInVPro","Modules/V7mdlAttachHierarchy.txt",0,,"V7mdlAttachHierarchy","procedure","private","general","business_logic","candidate","r_function::R/00.db.R::TestForTableInVPro","exact symbol match; manual review required"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlAttachLump::BuildProjectPickList",100,81,"BuildProjectPickList","Modules/V7mdlAttachLump.txt",0,,"V7mdlAttachLump","procedure","private","general","business_logic","candidate","r_function::R/00.db.R::BuildProjectPickList","exact symbol match; manual review required"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlAttachLump::TestForTableInVPro",129,117,"TestForTableInVPro","Modules/V7mdlAttachLump.txt",0,,"V7mdlAttachLump","procedure","private","general","business_logic","candidate","r_function::R/00.db.R::TestForTableInVPro","exact symbol match; manual review required"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlAttachMasterLists::FindAllSpecsTableVersion",141,130,"FindAllSpecsTableVersion","Modules/V7mdlAttachMasterLists.txt",0,,"V7mdlAttachMasterLists","procedure","private","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlAttachProjects::BuildProjectPickList",203,180,"BuildProjectPickList","Modules/V7mdlAttachProjects.txt",0,,"V7mdlAttachProjects","procedure","private","general","business_logic","candidate","r_function::R/00.db.R::BuildProjectPickList","exact symbol match; manual review required"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlAttachProjects::GetRemoteDb",178,161,"GetRemoteDb","Modules/V7mdlAttachProjects.txt",0,,"V7mdlAttachProjects","procedure","private","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlAttachProjects::TestForTableInVPro",219,205,"TestForTableInVPro","Modules/V7mdlAttachProjects.txt",0,,"V7mdlAttachProjects","procedure","private","general","business_logic","candidate","r_function::R/00.db.R::TestForTableInVPro","exact symbol match; manual review required"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlAttachSU::BuildProjectPickList",118,99,"BuildProjectPickList","Modules/V7mdlAttachSU.txt",0,,"V7mdlAttachSU","procedure","private","general","business_logic","candidate","r_function::R/00.db.R::BuildProjectPickList","exact symbol match; manual review required"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlAttachSU::TestForTableInVPro",147,135,"TestForTableInVPro","Modules/V7mdlAttachSU.txt",0,,"V7mdlAttachSU","procedure","private","general","business_logic","candidate","r_function::R/00.db.R::TestForTableInVPro","exact symbol match; manual review required"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlAttachVegProfile::BuildProjectPickList",99,79,"BuildProjectPickList","Modules/V7mdlAttachVegProfile.txt",0,,"V7mdlAttachVegProfile","procedure","private","general","business_logic","candidate","r_function::R/00.db.R::BuildProjectPickList","exact symbol match; manual review required"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlAttachVegProfile::TestForTableInVPro",128,116,"TestForTableInVPro","Modules/V7mdlAttachVegProfile.txt",0,,"V7mdlAttachVegProfile","procedure","private","general","business_logic","candidate","r_function::R/00.db.R::TestForTableInVPro","exact symbol match; manual review required"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlCompareTablesToTemplate::CheckThisProject",48,25,"CheckThisProject","Modules/V7mdlCompareTablesToTemplate.txt",0,,"V7mdlCompareTablesToTemplate","procedure","public","general","business_logic","reviewed_intentional_difference","r_function::R/project-schema.R::vpro_project_compare_schema","Compares the same eight core project tables against a caller-selectable SQLite template, defaulting to bundled VP08 Sample, and returns deterministic structured differences instead of displaying a message or opening Excel."
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlCompareTablesToTemplate::CompareFields",162,143,"CompareFields","Modules/V7mdlCompareTablesToTemplate.txt",0,,"V7mdlCompareTablesToTemplate","procedure","private","general","business_logic","reviewed_intentional_difference","r_function::R/project-schema.R::vpro_project_compare_schema","Preserves separate Type and Size findings while normalizing equivalent SQLite declared-type aliases; size is compared only when encoded in the SQLite declaration."
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlCoordTools::ConvertLongLatToDeg",28,15,"ConvertLongLatToDeg","Modules/V7mdlCoordTools.txt",0,,"V7mdlCoordTools","procedure","public","general","business_logic","reviewed_intentional_difference","r_function::R/coordinates.R::vpro_coordinate_decimal","Preserves Access component composition and its null-degree and zero-for-null-minute-or-second behavior, while adding vectorization, explicit numeric validation, and double-precision calculation."
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlCoordTools::GetLatDM",172,151,"GetLatDM","Modules/V7mdlCoordTools.txt",0,,"V7mdlCoordTools","procedure","public","general","business_logic","reviewed_intentional_difference","r_function::R/coordinates.R::vpro_coordinate_dm","Preserves absolute-value latitude decomposition into degrees and decimal minutes while returning a data frame, supporting vectors, and retaining double precision instead of VBA Single intermediates."
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlCoordTools::GetLatDMS",83,58,"GetLatDMS","Modules/V7mdlCoordTools.txt",0,,"V7mdlCoordTools","procedure","public","general","business_logic","reviewed_intentional_difference","r_function::R/coordinates.R::vpro_coordinate_dms","Preserves absolute-value latitude decomposition into degrees, minutes, and seconds while returning a data frame, supporting vectors, and retaining double precision instead of VBA Single intermediates."
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlCoordTools::GetLatLongDeg",93,84,"GetLatLongDeg","Modules/V7mdlCoordTools.txt",0,,"V7mdlCoordTools","procedure","public","general","business_logic","reviewed_intentional_difference","r_function::R/coordinates.R::vpro_coordinate_dms","The component helper is consolidated into the vectorized DMS result; nonnegative inputs match Access integer degree extraction and coordinate APIs reject unsupported nonnumeric values explicitly."
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlCoordTools::GetLatLongMin",108,95,"GetLatLongMin","Modules/V7mdlCoordTools.txt",0,,"V7mdlCoordTools","procedure","public","general","business_logic","reviewed_intentional_difference","r_function::R/coordinates.R::vpro_coordinate_dms","The component helper is consolidated into the vectorized DMS result; nonnegative inputs match Access integer minute extraction and double precision replaces VBA Single intermediates."
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlCoordTools::GetLatLongSec",126,110,"GetLatLongSec","Modules/V7mdlCoordTools.txt",0,,"V7mdlCoordTools","procedure","public","general","business_logic","reviewed_intentional_difference","r_function::R/coordinates.R::vpro_coordinate_dms","The component helper is consolidated into the vectorized DMS result; nonnegative inputs match Access second extraction and double precision replaces VBA Single intermediates."
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlCoordTools::GetLongDM",149,128,"GetLongDM","Modules/V7mdlCoordTools.txt",0,,"V7mdlCoordTools","procedure","public","general","business_logic","reviewed_intentional_difference","r_function::R/coordinates.R::vpro_coordinate_dm","Preserves absolute-value longitude decomposition into degrees and decimal minutes while returning a data frame, supporting vectors, and retaining double precision instead of VBA Single intermediates."
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlCoordTools::GetLongDMS",56,30,"GetLongDMS","Modules/V7mdlCoordTools.txt",0,,"V7mdlCoordTools","procedure","public","general","business_logic","reviewed_intentional_difference","r_function::R/coordinates.R::vpro_coordinate_dms","Preserves absolute-value longitude decomposition into degrees, minutes, and seconds while returning a data frame, supporting vectors, and retaining double precision instead of VBA Single intermediates."
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlCreateTables::AddField",58,42,"AddField","Modules/V7mdlCreateTables.txt",0,,"V7mdlCreateTables","procedure","public","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlCreateTables::CreateLimitingSuList",400,398,"CreateLimitingSuList","Modules/V7mdlCreateTables.txt",0,,"V7mdlCreateTables","procedure","public","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlExportCompactNew::JustTheFirstTwoWords",1188,1169,"JustTheFirstTwoWords","Modules/V7mdlExportCompactNew.txt",0,,"V7mdlExportCompactNew","procedure","public","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlExportToR1::ParentsName",356,347,"ParentsName","Modules/V7mdlExportToR1.txt",0,,"V7mdlExportToR1","procedure","private","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlExportToR2::AddSlash",271,258,"AddSlash","Modules/V7mdlExportToR2.txt",0,,"V7mdlExportToR2","procedure","private","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlExportToR2::NullToPeriod",12,4,"NullToPeriod","Modules/V7mdlExportToR2.txt",0,,"V7mdlExportToR2","procedure","private","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlExportVenus::ExportV50Database",76,74,"ExportV50Database","Modules/V7mdlExportVenus.txt",0,,"V7mdlExportVenus","procedure","private","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlExportXML::GetSaveAsFileName",88,65,"GetSaveAsFileName","Modules/V7mdlExportXML.txt",0,,"V7mdlExportXML","procedure","private","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlExtensions::AttachExtensions",36,3,"AttachExtensions","Modules/V7mdlExtensions.txt",0,,"V7mdlExtensions","procedure","private","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlExtensions::GetExtensionDb",128,116,"GetExtensionDb","Modules/V7mdlExtensions.txt",0,,"V7mdlExtensions","procedure","private","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlFileDialogTools::ahtAddFilterItem",339,331,"ahtAddFilterItem","Modules/V7mdlFileDialogTools.txt",0,,"V7mdlFileDialogTools","procedure","public","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlFileDialogTools::ahtCommonFileOpenSave",317,250,"ahtCommonFileOpenSave","Modules/V7mdlFileDialogTools.txt",0,,"V7mdlFileDialogTools","procedure","public","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlFileDialogTools::GetOpenFile",249,221,"GetOpenFile","Modules/V7mdlFileDialogTools.txt",0,,"V7mdlFileDialogTools","procedure","private","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlFileDialogTools::MyFileDialog",178,126,"MyFileDialog","Modules/V7mdlFileDialogTools.txt",0,,"V7mdlFileDialogTools","procedure","public","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlFileDialogTools::TrimNull",329,319,"TrimNull","Modules/V7mdlFileDialogTools.txt",0,,"V7mdlFileDialogTools","procedure","private","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlGoogleEarth::GEOutFileName",76,70,"GEOutFileName","Modules/V7mdlGoogleEarth.txt",0,,"V7mdlGoogleEarth","procedure","public","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlHierarchyShortcutFunctions::LoadHierarchySiteSeriesAndPlots",33,30,"LoadHierarchySiteSeriesAndPlots","Modules/V7mdlHierarchyShortcutFunctions.txt",0,,"V7mdlHierarchyShortcutFunctions","procedure","public","survey","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlHierarchyShortcutFunctions::LoadSiteSeriesAndPlots",38,35,"LoadSiteSeriesAndPlots","Modules/V7mdlHierarchyShortcutFunctions.txt",0,,"V7mdlHierarchyShortcutFunctions","procedure","public","survey","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlHierarchyShortcutFunctions::ViewPlotData",21,11,"ViewPlotData","Modules/V7mdlHierarchyShortcutFunctions.txt",0,,"V7mdlHierarchyShortcutFunctions","procedure","public","survey","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlHierarchyShortcutFunctions::ViewUserList",9,4,"ViewUserList","Modules/V7mdlHierarchyShortcutFunctions.txt",0,,"V7mdlHierarchyShortcutFunctions","procedure","public","administration","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlHierarchyTools::ChangeChildren",410,379,"ChangeChildren","Modules/V7mdlHierarchyTools.txt",0,,"V7mdlHierarchyTools","procedure","private","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlHierarchyTools::FindNode",41,27,"FindNode","Modules/V7mdlHierarchyTools.txt",0,,"V7mdlHierarchyTools","procedure","public","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlHierarchyTools::FindParentID",377,363,"FindParentID","Modules/V7mdlHierarchyTools.txt",0,,"V7mdlHierarchyTools","procedure","private","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlHierarchyTools::GetParentName",77,60,"GetParentName","Modules/V7mdlHierarchyTools.txt",0,,"V7mdlHierarchyTools","procedure","public","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlHierarchyTools::LoadHierarchy",25,20,"LoadHierarchy","Modules/V7mdlHierarchyTools.txt",0,,"V7mdlHierarchyTools","procedure","public","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlHierarchyTools::ViewVegetationList",18,13,"ViewVegetationList","Modules/V7mdlHierarchyTools.txt",0,,"V7mdlHierarchyTools","procedure","public","vegetation","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlHierarchyTools::xViewCurrentSuList",11,6,"xViewCurrentSuList","Modules/V7mdlHierarchyTools.txt",0,,"V7mdlHierarchyTools","procedure","private","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlImportVProVer02::BuildProjectPickList",226,207,"BuildProjectPickList","Modules/V7mdlImportVProVer02.txt",0,,"V7mdlImportVProVer02","procedure","private","general","business_logic","candidate","r_function::R/00.db.R::BuildProjectPickList","exact symbol match; manual review required"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlImportVProVer02::ExtractNumber",578,562,"ExtractNumber","Modules/V7mdlImportVProVer02.txt",0,,"V7mdlImportVProVer02","procedure","private","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlImportVProVer02::GetRemoteDb",188,178,"GetRemoteDb","Modules/V7mdlImportVProVer02.txt",0,,"V7mdlImportVProVer02","procedure","private","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlImportVProVer02::TestForTableInVPro",240,228,"TestForTableInVPro","Modules/V7mdlImportVProVer02.txt",0,,"V7mdlImportVProVer02","procedure","private","general","business_logic","candidate","r_function::R/00.db.R::TestForTableInVPro","exact symbol match; manual review required"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlImportVProVer04::GetLatMin",202,187,"GetLatMin","Modules/V7mdlImportVProVer04.txt",0,,"V7mdlImportVProVer04","procedure","private","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlImportVProVer04::GetLatSec",219,204,"GetLatSec","Modules/V7mdlImportVProVer04.txt",0,,"V7mdlImportVProVer04","procedure","private","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlImportVProVer04::GetLongMin",168,153,"GetLongMin","Modules/V7mdlImportVProVer04.txt",0,,"V7mdlImportVProVer04","procedure","private","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlImportVProVer04::GetLongSec",185,170,"GetLongSec","Modules/V7mdlImportVProVer04.txt",0,,"V7mdlImportVProVer04","procedure","private","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlImportXmlPdf::GetFileName",589,571,"GetFileName","Modules/V7mdlImportXmlPdf.txt",0,,"V7mdlImportXmlPdf","procedure","private","general","business_logic","candidate","r_function::R/00.db.R::GetFileName","exact symbol match; manual review required"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlImportXmlPdf::ZLtoNull",494,489,"ZLtoNull","Modules/V7mdlImportXmlPdf.txt",0,,"V7mdlImportXmlPdf","procedure","public","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlMacroCode::TestKeys",9,4,"TestKeys","Modules/V7mdlMacroCode.txt",0,,"V7mdlMacroCode","procedure","public","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlMenuCommands::ComparePlotAssignments",8,4,"ComparePlotAssignments","Modules/V7mdlMenuCommands.txt",0,,"V7mdlMenuCommands","procedure","public","survey","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlMergeHierarchies::GetParentNumber",85,70,"GetParentNumber","Modules/V7mdlMergeHierarchies.txt",0,,"V7mdlMergeHierarchies","procedure","private","general","business_logic","unmapped","","initial deterministic inventory"
,0,,"function",0,FALSE,0,,"Modules",0,"procedure::V7mdlPlotProfiling::MadEquals",51,32,"MadEquals","Modules/V7mdlPlotProfiling.txt",0,,"V7mdlPlotProfiling","procedure","public","general","business_logic","unmapped","","initial deterministic inventory"
